,text,airline_sentiment,demoji,cleaned,no_sw,wo_stopfreq,wo_stopfreq_lem
9272,@USAirways please stop asking me each week to place my bag in the size check #ITFITS http://t.co/AUrn07pWD4,negative,@USAirways please stop asking me each week to place my bag in the size check #ITFITS http://t.co/AUrn07pWD4, please stop asking me each week to place my bag in the size check #itfits http://t.co/aurn07pwd4,stop week place bag size check #itfits http://t.co/aurn07pwd4,stop week place bag size check #itfits http://t.co/aurn07pwd4,stop week place bag size check #itfits http://t.co/aurn07pwd4
9273,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight,negative,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight, has me on my toes whether i'm going to make my flight back to boston tonight,toes make flight back boston tonight,toes make back boston tonight,toes make back boston tonight
9274,@USAirways @AmericanAir need to check candy w working flight 449 iah to phx on usairways she is the reason I always choose @Delta #rude,negative,@USAirways @AmericanAir need to check candy w working flight 449 iah to phx on usairways she is the reason I always choose @Delta #rude, need to check candy with working flight 449 iah to phx on usairways she is the reason i always choose #rude,check candy working flight 449 iah phx usairways reason choose #rude,check candy working 449 iah phx usairways reason choose #rude,check candy working 449 iah phx usairways reason choose #rude
9276,"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight.",negative,"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight."," yes, ground crew finally showed up so plane could depart very late flight.","yes, ground crew finally showed plane depart late flight.","yes, ground crew finally showed depart late flight.","yes, ground crew finally showed depart late flight."
9277,"@USAirways #686 is delayed due to tail winds and need to jump on #521 to SEA, leaving the same time this arrives. Is there a chance to hold?",negative,"@USAirways #686 is delayed due to tail winds and need to jump on #521 to SEA, leaving the same time this arrives. Is there a chance to hold?"," #686 is delayed due to tail winds and need to jump on #521 to sea, leaving the same time this arrives. is there a chance to hold?","#686 delayed due tail winds jump #521 sea, leaving time arrives. chance hold?","#686 delayed due tail winds jump #521 sea, leaving time arrives. chance hold?","#686 delayed due tail winds jump #521 sea, leaving time arrives. chance hold?"
9282,@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened.,negative,@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened., is anything being done to make flight attendants aware of aa member benefits? embarrassing being argued with. just happened.,make flight attendants aware aa member benefits? embarrassing argued with. happened.,make attendants aware aa member benefits? embarrassing argued with. happened.,make attendants aware aa member benefits? embarrassing argued with. happened.
9284,"@USAirways @Gregm528 well there is certainly nothing happening ""in front"" of the scenes. #Noaccountability  #disappointing",negative,"@USAirways @Gregm528 well there is certainly nothing happening ""in front"" of the scenes. #Noaccountability  #disappointing"," well there is certainly nothing happening ""in front"" of the scenes. #noaccountability #disappointing","happening ""in front"" scenes. #noaccountability #disappointing","happening ""in front"" scenes. #noaccountability #disappointing","happening ""in front"" scenes. #noaccountability #disappointing"
9285,@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable,negative,@USAirways 4 hours on tarmac in Charleston and still can't get a response after a week. Unacceptable, 4 hours on tarmac in charleston and still can't get a response after a week. unacceptable,4 hours tarmac charleston response week. unacceptable,4 tarmac charleston response week. unacceptable,4 tarmac charleston response week. unacceptable
9288,@USAirways  I will never fly us airways again.,negative,@USAirways  I will never fly us airways again., i will never fly us airways again.,fly airways again.,fly airways again.,fly airways again.
9289,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays,negative,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays, strikes again--late flight crew #3/4 for the trip and maintenance #2/4. worth the extra $200/trip for less hassle and fewer delays,strikes again--late flight crew #3/4 trip maintenance #2/4. worth extra $200/trip hassle fewer delays,strikes again--late crew #3/4 trip maintenance #2/4. worth extra $200/trip hassle fewer delays,strikes again--late crew #3/4 trip maintenance #2/4. worth extra $200/trip hassle fewer delays
9291,@USAirways so I get bumped to the 6pm to Birmingham which is now delayed because the pilots scheduled don't have enough hours together. Fail,negative,@USAirways so I get bumped to the 6pm to Birmingham which is now delayed because the pilots scheduled don't have enough hours together. Fail, so i get bumped to the 6pm to birmingham which is now delayed because the pilots scheduled do not have enough hours together. fail,bumped 6pm birmingham delayed pilots scheduled hours together. fail,bumped 6pm birmingham delayed pilots scheduled together. fail,bumped 6pm birmingham delayed pilots scheduled together. fail
9292,"@USAirways yes, thanks but took forever",negative,"@USAirways yes, thanks but took forever"," yes, thanks but took forever","yes, forever","yes, forever","yes, forever"
9293,@USAirways as far as being delayed goes… Looks like tailwinds are going to make up for it. Good news!,negative,@USAirways as far as being delayed goes… Looks like tailwinds are going to make up for it. Good news!, as far as being delayed goes… looks like tailwinds are going to make up for it. good news!,delayed goes… tailwinds make it. news!,delayed goes… tailwinds make it. news!,delayed goes… tailwinds make it. news!
9294,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05,negative,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05, horrible travel day w/ your airlines. my 2:20 flight to birmingham was cancelled flightled w/ no notification so i could not get on the 4:05,horrible travel day w/ airlines. 2:20 flight birmingham cancelled flightled w/ notification 4:05,horrible travel day w/ airlines. 2:20 birmingham flightled w/ notification 4:05,horrible travel day w/ airlines. 2:20 birmingham flightled w/ notification 4:05
9295,"@USAirways I asked if that was SOP, and they said “It is now.” But yet the other 11 flights, nothing. Is this a policy or not?",negative,"@USAirways I asked if that was SOP, and they said “It is now.” But yet the other 11 flights, nothing. Is this a policy or not?"," i asked if that was sop, and they said “it is now.” but yet the other 11 flights, nothing. is this a policy or not?","asked sop, “it now.” 11 flights, nothing. policy not?","asked sop, “it now.” 11 flights, nothing. policy not?","asked sop, “it now.” 11 flights, nothing. policy not?"
